BRANCH_ID|CUST_SHIP_ID|CUST_NAME|CUST_ADDR1|CUST_ADDR2|CUST_CITY|CUST_POSTAL_CODE|CUST_TYPE_ID|CUST_SHIP_ID_ORACLE|
49||APOTEK ANITA FARMA KILO 4|JL. PAHLAWAN KEL. BUKIT WOLIO INDAH||BAU BAU||A1|332503|
47|4700544|APOTEK ANUGERAH II|JL. AIRLANGGA NO. 38 A GOMONG||MATARAM||A1|277523|
34||APOTEK ANUGERAH JAYA|JL NEGARA RT 015 RW 006||LAMPUNG TENGAH||A1|351522|
47|4700704|APOTEK ANUGERAH SUMBAWA|JL. HASANUDIN NO .63||SUMBAWA||D1|277448|
49||APOTEK ANZARA FARMA|JL. D.I PANJAITAN  BARUGA||KENDARI||A1|332667|
39||APOTEK AQILA|BINTARAN KULON RT 004||KAB BANTUL||A1|286603|
35|3504927|APOTEK AQLAN FARMA|JL SIMPANG EMPAT TALANG JAMBE RT 030 RW 004 KELURAHAN TALANG JAMBE||PALEMBANG||A1|298417|
03|308501|APOTEK AQSHO|JL. SADEWA RAYA BLOK C-529 ||||A1|5003|
39||APOTEK AQUEEN|KAYUWALANG 03/07. WIALDENG||GUNUNG KIDUL||A1|352739|
47|4701114|APOTEK AR-RAHMA|JL. LINTAS SUMBAWA - BIMA KM.5 SAMAPUIN||SUMBAWA||A1|277369|
47|4701280|APOTEK AR-RAHMAN|DESA BATUNYALA PRAYA||LOMBOK TENGAH||A1|277317|
39||APOTEK ARASTI|JL. APOKAT NO. 10 KRAMAT. SIDOARUM||SLEMAN||A1|379794|
30||APOTEK ARGAMULIA 1|JL. KS. TUBUN DALAM NOMOR 10 RT. 010||SAMARINDA||A1|352979|
25|2504380|APOTEK ARIA|JL. BRIGJEN KATAMSO NO.01 JEBRES. JEBRES||SURAKARTA||A1|256547|
47|4701177|APOTEK ARIFTA FARMA|JL. LASAL NO.26 TALIWANG SEMBAWA BARAT||SUMBAWA||A1|277493|
38||APOTEK ARMA|JL. MAWAR||DURI||A1|374462|
39||APOTEK AS-SYIFA|JL. PURWOREJO - WINONG KM. 7 DESA KROYO||PURWOREJO||A1|309395|
38||APOTEK ASEAN 123|JL. HR. SOEBRANTAS NO. 88||PEKANBARU||A1|295459|
38||APOTEK ASEAN 5|JL. KAHARUDDIN NASUTION BLOK K/II||PEKANBARU||A1|369075|
03|301940|APOTEK ASIA|JL.DANAU SUNTER UTARA BLOK E/4C  ( APT. ASIA)||||A1|3786|
25|2500101|APOTEK ASRI|JL. PEMUDA NO.25 RT.03/RW.08||KLATEN||A1|255515|
47|4701164|APOTEK ASRI FARMA|GONJONG MONTONG GAMANG KEC. KOPANG||LOMBOK TENGAH||A1|277478|
35|3505384|APOTEK ASSALAM|APT. ASSALAM||LUBUK LINGGAU||A1|298861|
31||APOTEK ASSEGAF|JL KERJA BAKTI NO.65 RT/RW 007/III DESA TIBUNG RAYA||KANDANGAN||A1|321715|
34||APOTEK ASSIPA|JL DURIAN NO 41  TANJUNGKARANG||BANDAR LAMPUNG||A1|327531|
35|3504954|APOTEK ASSYIFA|JL PUNCAK SEKUNING NO 410 RT04 RW02 KEL 26 ILIR DI||PALEMBANG||A1|299118|
03|300145|APOTEK ASTA NUGRAHA|JL DUREN SAWIT RAYA NO. 1 Ka KEL. KLENDER KEC. DUREN SAWIT||JAKARTA TIMUR||A1|3824|
40|4002960|APOTEK ASTIKA FARMA|JL. BETET RAYA NO. 19 PERUMNAS I||TANGERANG||A1|211438|
25||APOTEK ASTY FARMA|JATIBARU RT.003/RW.005 KEL. CEMANI. KEC.GROGOL||SUKOHARJO||A1|282038|
34|3404569|APOTEK ASY SYIFA KEDATON|JL. BUMI MANTI GG M UMUR NO 107 KEDATON BANDAR LAMPUNG||BANDAR LAMPUNG||A1|300727|
47|4701290|APOTEK ATHAR II|DUSUN PRINGGARATA BARAT||LOMBOK TENGAH||A1|277220|
35||APOTEK ATHIFA|JL. KH AZHARI NO 10 RT005 RW006 KEL 13 ULU KEC SEBERANG ULU II||PALEMBANG||A1|351636|
25|2505261|APOTEK AULIA (SURAKARTA)|JL. KAHURIPAN NO.68||SURAKARTA||A1|255727|
47|4701295|APOTEK AWET MUDA|JLN.H.L.ANGGRAT BA GERUNG||LOMBOK BARAT||A1|277222|
47|4701069|APOTEK AWIGA FARMA|PRAUBANYAR DESA TERARA KEC. TERARA||LOMBOK TIMUR||A1|277274|
03||APOTEK AYAH|JL. RAYA PASAR BOJONG TARUMAJAYA RT. 002 RW. 001 NO. 115||BEKASI||A1|282695|
40||APOTEK AYU|BUMI INDAH RUKO SAKURA BLOK RYCR NO.02 RT.003/019||KABUPATEN TANGERANG||A1|276793|
42||APOTEK AZ ZAHRO|JL. SIMPANG TIGA KLAPAGADING RT.001 RW.004 WANGON||BANYUMAS||A1|351681|
40|4004396|APOTEK AZ-ZAHRA|KOMPLEK BATAN INDAH BLOK H-5 SETU||TANGERANG||A1|211882|
21||APOTEK AZKA|JL PELABUHA RATU II CIKEMBANG RT 002 RW 004 CIMANGGU||SUKABUMI||A1|235145|
34||APOTEK AZZA|JL RA KARTINI NO 36 RT 012 RW 003||METRO||A1|327605|
34||APOTEK AZZAHRA FARMA|JL LINTAS SUMATERA NO 04||WAY KANAN||A1|372622|
40||APOTEK BABE|JL. PAHLAWAN REMPOA NO.01 RT/RW 005/007 KEL. REMPOA KEC. CIPUTAT TIMUR||KAB TANGERANG||A1|383291|
39||APOTEK BANGUN FARMA|JL. IMOGIRI BARAT KM. 7.5 KEL. TIMBULHARJO.||KAB. BANTUL||A1|337164|
39||APOTEK BANTUL 1|JL. KARANGJATI RT 15. GENDENG. BANGUNJIWO||BANTUL||A1|377634|
39||APOTEK BANTUL 2|JL. RAYA PUNDONG. KLISAT. SRIHARDONO. PUNDONG||BANTUL||A1|378879|
34||APOTEK BANU|JL KEPODANG KEL GUNUNG AGUNG||BANDAR LAMPUNG||A1|376353|
42||APOTEK BAROKAH SEHAT|JL. RAYA WANGON RT.001 RW.012  DESA WANGON||BANYUMAS||A1|376074|
39||APOTEK BASUKI JAYA|JL. KEBON AGUNG KM. 3. TLOGOADI. MLATI||SLEMAN||A1|305429|
03|300155|APOTEK BENMARY|JL.MEKARSARI RAYA KIOS NO.5-6 DS.MEKARSARI - KEC. TAMBUN||BEKASI||A1|3560|
30|3002106|APOTEK BERINGIN|JL. YOS SUDARSO NO.13 RT.011 SELUMIT TARAKAN TENGAH||TARAKAN||A1|317841|
36||APOTEK BERKAH|JL. A. YANI SURAU KARIANG LUBUK BASUNG KAB. AGAM||LUBUK BASUNG||A1|329226|
38||APOTEK BERKAH|JL. ANTARA KELURAHAN RIMBA SEKAMPUNG||BENGKALIS||A1|296661|
40||APOTEK BERKAH BERSAMA|JLN. KIJAN RIDI RT.006/005 KEL. NEROKTOG. KEC. PINANG||KOTA TANGERANG||A1|289297|
03||APOTEK BERKAH BERSAMA SEJAHTERA|JL. SWADAYA RAYA NO. 331 RT. 003 RW. 016 KEL. DUREN SAWIT KEC. DUREN SAWIT||JAKARTA TIMUR||A1|230655|
39|3904384|APOTEK BERKAH FARMA|JL. SAMAS KM 1.5 PALBAPANG BANTUL||YOGYAKARTA||A1|260971|
03||APOTEK BERKAH PEKAYON|PONDOK PEKAYON INDAH JL. KETAPANG BLOK BB IV NO. 1 RT. 008 RW. 012 KEL. PEKAYON JAYA KEC. BEKASI SELATAN||BEKASI||A1|276327|
42|4202479|APOTEK BERKAH SEHAT|APT BERKAH SEHAT -JL. TUGU BARAT NO. 12 SAMPANG||CILACAP||A1|242987|
30||APOTEK BERKAT|JL PANGERAN ANTASARI NO.1A RT.05 AIR PUTIH SAMARINDA ULU||SAMARINDA||A1|351032|
34||APOTEK BERKAT NUSANTARA|JL PADAT KARYA NO 1694 RT/RW 24/10||LAMPUNG SELATAN||A1|369468|
40||APOTEK BERSAMA 3|JL.AHMAD YANI NO.5 PANDEGLANG||PANDEGLANG||A1|305288|
30||APOTEK BETESDA|JL CAMAR NO.77||SAMARINDA||A1|375387|
34||APOTEK BIAN|JL RAYA PASAR SUKADAMAI DUSUN V DESA SUKADAMAI||LAMPUNG SELATAN||A1|303268|
39||APOTEK BIN BANGUN FARMAFARMA|APOTEK BIN BANGUN FARMA. JL. IMOGIRI TIMUR KM. 12. BEMBEM. TRIMULYO. JETIS||BANTUL||A1|314518|
40|4003984|APOTEK BINTANG FARMA|JL. YUSUF MARTADILAGA NO. 33||SERANG||A1|211273|
32||APOTEK BINTANG FARMA	APOTEK BINTANG FARMA|JL DR RATULANGI KM 7 RAMPOANG||PALOPO||A1|349741|
38||APOTEK BINTANG JAYA|JL. BINTANG HILIR||ROKAN HILIR||A1|313399|
47|4701218|APOTEK BIO FARMA|LINGKUNGAN ARAB RT 07 RW 01 KEL ARAB KENANGAN KEC TALIWANG||TALIWANG||A1|277468|
42|4204548|APOTEK BLATER FARMA (DWI MAYKASIH)|JL. MAYJEN SUNGKONO DS.BLATER PURBALINGGA||PURBALINGGA||A1|241979|
31||APOTEK BORNEO|JL. A. YANI KM 104.5 RT.05 RW.02||TAMBARANGAN||A1|323687|
03|309297|APOTEK BUANA|KOMP. PONDOK TIMUR MALL BLOK H5 NO 23 RT 009 / RW 013 JAKA SETIA||||A1|5764|
34|3404792|APOTEK BUDAYA|JL PENDIDIKAN PERUMAHAN BUDAYA RESIDENCE RUKO N0 1||BANDAR LAMPUNG||A1|300779|
49|4901245|APOTEK BUDI MEDICA|JL.PRAMUKA NO.14 A||KOLAKA||A1|313067|
35||APOTEK BUNDA|JL. S.PRAWIRO NO. 3196 RT 037 RW 006 KEL. SUKABANGUN KEC.SUKARAMI||PALEMBANG||A1|329089|
47||APOTEK CAHAYA FARMA|JLN.DATUK DIBANTA LINGKUNGAN PELITA KEL.JATIWANGI KEC.ASAKOTA||BIMA||A1|277652|
40|4004325|APOTEK CAHAYA GADING|RUKO PARAMOUNT FRANKFURT NO.B3 SEKTOR 7C GADING SERPONG||TANGERANG||A1|210726|
21||APOTEK CAHAYA MEDIKA|(CAHAYA MEDIKA) JL RAYA PENGASINAN NO 25 RT 03 RW 01||DEPOK||A1|282963|
40||APOTEK CAHAYA MEDIKA|JL.STADION BADAK RT/RW 003/001 KEL.SARUNI KEC.MAJASARI||KAB.PANDEGLANG||A1|374136|
03||APOTEK CAHAYA MEDIKA|PASAR KRAMAT JATI BLOK BKS LT. 1 NO. 37. 48. 49 KEL. KRAMAT JATI KEC. KRAMAT JATI||JAKARTA TIMUR||A1|222413|
34|3404680|APOTEK CANDI|DUSUN II RT/RW 08/02 DESA CANDI REJO KECAMATAN WAY PENGUBUAN||LAMPUNG TENGAH||A1|300797|
34|3404331|APOTEK CARISSA|DWT JAYA RT I I RK.03 KEC. BANJAR AGUNG||TULANG BAWANG||A1|300528|
47||APOTEK CATUR WARGA II|JLN.SRIWIJAYA NO.212||KOTA MATARAM||A1|303247|
39||APOTEK CELEB FARMA|JL. RAYA SAMAS KM. 22 SRIGADING SANDEN||BANTUL||A1|344397|
21||APOTEK CEMPAKA|JL CINERE RAYA NO 16 RT 001 RW 014||DEPOK||A1|265810|
44||APOTEK CEMPAKA FARMA|JL.SUDIRMAN NO. 14 RUKO GARUT MARKET PLACE A-6||GARUT||A1|249083|
49||APOTEK CENDRAWASIH|JL.DIPONEGORO NO.61||KENDARI||A1|385599|
35||APOTEK CENTRAL|JL BRIGJEN HASAN KASIM NO A-7 RT044 RW009 KEL BUKIT SANGKAL KEC KALIDONI||PALEMBANG||A1|309531|
03|310032|APOTEK CHANDRIKA|JL. CENDRAWASIH RAYA BLOK B/21D DUTA KRANJI BINTARA ||||A1|5867|
47|4701012|APOTEK CHIFA|JL. PENDIDIKAN NO.40||MATARAM||A1|277494|
40||APOTEK CILONGOK CIKUPA|JL. OTONOM PASAR KEMIS RT.001/001||Kab. Tangerang||A1|368584|
40||APOTEK CILONGOK KEMIS|JL. RAYA PASAR KEMIS CIKUPA RT/RW 009/002||KABUPATEN TANGERANG||A1|258384|
44||APOTEK CIPASUNG|JL.MUKHTAMAR BLOK CIBURUYAN RT.012 RW.012||TASIKMALAYA||A1|277809|
40|4000170|APOTEK CIPONDOH|JL. RAYA CIPONDOH KOMP. BUANA PERMAI BLOK A NO. 7||TANGERANG||A1|211697|
03|300214|APOTEK CIPTO|JL.YOS SUDARSO NO. 5 CIKARANG||BEKASI||A1|3696|
03||APOTEK CIPTO 2|JL. RAYA CIKARANG SUKATANI NO. 3 KARANG SENTOSA KARANG BAHAGIA||BEKASI||A1|235919|
40||APOTEK CISOKA FARMA|KP. CISOKA RT.03/01||KABUPATEN TANGERANG||A1|271926|
40|4004212|APOTEK CITRA JAYA - CIKUPA|JL. RAYA SERANG KM.14 CIKUPA CITRA RAYA||TANGERANG||A1|211241|
47||APOTEK CITRA MEDIKA|JL. BUNG KARNO NO.40 E||MATARAM||D1|278997|
34|3404380|APOTEK CLARA 2|JL. AIRAN AIR NO.34 WAY HUI KEC. JATI AGUNG||LAMPUNG SELATAN||A1|300659|
31||APOTEK CORDELIA FARMA|JL. PANGLIMA BATUR NO.24||BANJAR BARU||A1|322368|
40|4005442|APOTEK CURUG SEHAT|JL. RAYA PLP CURUG NO.86 KEC. CURUG||TANGERANG||A1|211613|
25||APOTEK CUWIK FARMA|JL GATOT SUBROTO NO 80 PLOSO PACITAN||PACITAN||A1|339124|
47|4700550|APOTEK DAHLIA|JL. CATUR WARGA NO. 16||MATARAM||A1|277225|
03|300229|APOTEK DAHLIA|RUKO VILLA NUSA INDAH U 3/9 BOJONG KULUR - GN. PUTRI||BOGOR||A1|3486|
03|300231|APOTEK DAMAI|JL.RAYA PONDOK KELAPA KAV.DKI BLOK E9/6 - DUREN SAWIT||JAKARTA TIMUR||A1|3833|
34|3404447|APOTEK DAMHIL|JL. KERINCI I RT.22 RW.04 KEL. METRO KEC. METRO PUSAT||METRO||D1|300745|
34||APOTEK DAMIAN|JL RAYA MERAPI DUSUN V RT / RW  019 / 005 KAMPUNG QURNIA MATARAM||LAMPUNG TENGAH||A1|303294|
31||APOTEK DARA|JL MANGGIS NO 19 RT 17 KELURAHAN KURIPAN||BANJARMASIN||A1|349796|
44||APOTEK DARMAWAN|JL. AHMAD YANI NO.05 DS.SUCIKALER RT.01 RW.03 KEC.KARANGPAWITAN||GARUT||A1|271183|
34||APOTEK DAWAA FARMA|JL RAYA GADING REJO NO 178||GADING REJO||A1|309269|
42|4204627|APOTEK DAYEUH LUHUR|DAYEUH LUHUR JL WIRAPRAJA RT.01 RW. 03 DAYEUHLUHUR CILACAP||CILACAP||A1|242068|
39||APOTEK DEKSO|JL. DEKSO-SAMIGALUH. KAGONGAN RT. 043 RW. 023||KULONPROGO||A1|380042|
38||APOTEK DELIMA FARMA|PASAR KUOK||BANGKINANG||A1|374054|
03||APOTEK DERMIX|JL. RAYA JATIWARINGIN NO. 24 BLOK E RT. 005 RW. 005 MAKASAR CIPINANG MELAYU||JAKARTA TIMUR||A1|282202|
03||APOTEK DERMIX|JL. RAYA JATIWARINGIN NO. 24 BLOK E RT. 005 RW. 005 MAKSAR CIPINANG MELAYU||JAKARTA TIMUR||A1|332956|
42||APOTEK DESA|JL. DIPONEGORO RT 01/04 KURIPAN KIDUL KEC.KESUGIHAN||CILACAP||A1|356767|
42||APOTEK DEWA RUCI|JL. KLAHANG RT.02 RW.01 SOKARAJA||BANYUMAS||A1|378088|
47|4701097|APOTEK DEWI FARMA|JL. BUNG KARNO RUKO III NO.12 A||MATARAM||A1|277330|
47|4701097|APOTEK DEWI FARMA|JL. BUNG KARNO RUKO III NO.12 A PAGESANGAN TIMUR||MATARAM||A1|277330|
39||APOTEK DHARMA BAKTI MEDIKA|JIGUDAN RT 005 TRIHARJO. PANDAK||BANTUL||A1|375474|
39||APOTEK DHARMA BAKTI MEDIKA|JL. SRANDAKAN KM 6. TRIHARJO. PANDAK||BANTUL||A1|375474|
47|4701320|APOTEK DIAN|JLN ARIF RAHMAN HAKIM NO 29 MATARAM||MATARAM||A1|277215|
38||APOTEK DIAN FARMA|JL. JENDERAL NO. 8||PEKANBARU||A1|297216|
34||APOTEK DIMAS|JL RAYA SUBAN DESA SUBAN||LAMPUNG SELATAN||A1|356716|
47|4701309|APOTEK DIPONEGORO|JL. DIPONEGORO KELURAHAN MAJIDI KEC. SELONG||SELONG||A1|277236|
03||APOTEK DJATINEGARA|JL. MATRAMAN RAYA NO. 151 KEL. PALMERIAM KEC. MATRAMAN||JAKARTA TIMUR||A1|266028|
38|3802722|APOTEK DOKTER MISBAH RUMBAI MEDICAL CENTRE|JL. SEMBILANG NO.53 RUMBAI||PEKANBARU||A1|288446|
40||APOTEK DT|RUKO THE ICON HORIZON BROADWAY BLOK M 02/23. BSD CITY DESA SAMPORA||||A1|251266|
03|300255|APOTEK DUREN SAWIT|JL RAYA DUREN SAWIT H2/12 KLENDER||JAKARTA TIMUR||A1|3884|
30||APOTEK DUTA FARMA|JL PRAPATAN NO.02 RT.10||BALIKPAPAN||A1|322129|
40|4000179|APOTEK DUTA SEHAT|JL. DUTA GARDEN - RUKO PERUM. DUTA GARDEN BLOK A I NO. 8 A||TANGERANG||A1|212158|
32||APOTEK EDELWEIS VALERIE FARMA|JL KIJANG NO 44||MAKASSAR||A1|333318|
47||APOTEK EKA|JLN.GAJAH MADA NO.2.KEC.DOMPU||DOMPU||A1|288632|
32||APOTEK EL-TRIS FARMA|JL AHMAD RAZAK PALOPO||PALOPO||A1|356689|
47||APOTEK EMBUN FARMA|JLN.TGH MUTAWALI DESA JEROWARU||LOMBOK TENGAH||A1|376560|
03|310439|APOTEK ERA 2000|JL. PASAR SELATAN NO.5E RT.013/005 BALI MASTER JATINEGARA ||||A1|5859|
40||APOTEK ERNI|RUKO CITRA RAYA MELIA RESIDENCE BLOK X.01/49R RT.005/005||Tangerang||A1|253007|
34|3404678|APOTEK ESA FARMA|DWI WARGA TUNGGAL JAYA RT 004 RW 003 KEC BANJAR AGUNG||TULANG BAWANG||A1|300795|
32||APOTEK ETHERNA|JL BOTOLEMPANGAN NO 20||MAKASSAR||A1|376271|
40|4005284|APOTEK EURO GIATAMA|KP. SAKETI PASIR DS. KADU DAMPIT KEC. SAKETI||TANGERANG||A1|212016|
30||APOTEK FADILLAH|JL CIPTO MANGUNKUSUMO RT.19 KEL SENGKOTEK KEC LOAJANAN ILIR KOTA||SAMARINDA||A1|367729|
35||APOTEK FAIZA|JL. LINTAS SUMATERA DS. KOTABARU BARAT KEC. MARTAPURA||KAB OKU TIMUR||A1|369614|
47||APOTEK FAIZAH FARMA|LINGK ARAB RT.003 RW.001 ARAB KENAGAN KEC TALIWANG||SUMBAWA BARAT||A1|377297|
40||APOTEK FAJAR SEHAT|JL. RAYA PASAR SERPONG NO.18 SERPONG||Kota Tangerang Selatan||A1|372769|
35||APOTEK FAMILIA|JL. SOEKARNO HATTA GG. PERMATA KEL SEMABUNG BARU KEC GIRIMAYA||PANGKALPINANG||A1|332018|
31||APOTEK FAREZ FARMA|JL BRIGJEN HASAN BASRI RT 05 RW 02||KANDANGAN||A1|332768|
39||APOTEK FARMA SARI|JL. SUMARWI WONOSARI NO 78 RT 07 RW 05||GUNUNG KIDUL||A1|379790|
42|4204188|APOTEK FARREL FARMA|JL. PRAMUKA NO.264 BANYUMAS||BANYUMAS||A1|242290|
40||APOTEK FATIMAH CILEGON|JL. AHMAD YANI KM.14 RUKO MONALISA B1. RT.01 RW.01. KEL. CIBEBER KEC. CIBEBER||KOTA CILEGON||A1|289925|
47|4700749|APOTEK FAYA FARMA|JL. BUNG KARNO NO. 51F||MATARAM||A1|277508|
38||APOTEK FERNANDA II|JL. SULTAN SULTAN SYARIF QASIM RT.002 RW.002||TEMBILAHAN||A1|375646|
32||APOTEK FIRA FARMA|JL PONGTIKU NO 477 C MANDETEK||TANA TORAJA||A1|332694|
39||APOTEK FITA FARMA 1|JL. SITIMULYO SEGOROYOSO. PONEGARAN. JAMBIDAN.||BANTUL||A1|365026|
47|4700568|APOTEK FITO FARMA|JL. DR. WAHIDIN NO. 50||MATARAM||A1|277264|
35|3505143|APOTEK FITRAH|JL. KELAPA HIJAU RAYA BLOK VII NO.51 RT.035 RW.013 TALANG KELAPA||PALEMBANG||A1|298621|
39|3904017|APOTEK FRIDA FARMA|KALAKAN RT.03 RW.02 ARGOREJO SEDAYU BANTUL||YOGYAKARTA||A1|261111|
03|300290|APOTEK GADI LAMBA|JL.TB. SIMATUPANG NO.1 PS. REBO||JAKARTA TIMUR||A1|3889|
03|309439|APOTEK GALUNGGUNG|RUKO GRAMAPURI BLOK CC NO.23 WANASARI - CIBITUNG||||A1|5533|
38||APOTEK GANDA FARMA 2|JALAN KAPTEN MUKHTAR NO. 34||INDRAGIRI HILIR||A1|301764|
38||APOTEK GEFYZI|JL. SUKA KARYA 001/002 TARAI BANGUN||PEKANBARU||A1|340958|
35||APOTEK GELORA|KOMP VILLA KENCANA DAMAI BLOK D-12 RT.021 RW.004 KEL SUKAMAJU KEC SAKO||KOTA PALEMBANG||A1|380244|
42|4202492|APOTEK GENTENG FARMA|JL. RAYA PANIMBANG RT 06 / RW 02||CIMANGGU||A1|242715|
34||APOTEK GHANI JODO|JL RAYA PASAR MENGANDUNG SARI RT/RW 004/002||LAMPUNG TIMUR||A1|303759|
40||APOTEK GHYNA FARMA|JL. BANTEN LAMA SAPTA MARGA RT/RW.05/02 BLOK 3 KEL.UNYUR SERANG||KOTA SERANG||A1|244374|
49||APOTEK GITA FARMA|JL.BANTENG NO.8 ANDUONOHU||KENDARI||A1|353025|
47|4701098|APOTEK GITRIA FARMA|JL. CENDRAWASIH NO.134 RT.003 RW.002||SUMBAWA||A1|277331|
38||APOTEK GOBAH|JL. S. PARMAN NO. 12 C||PEKANBARU||A1|358720|
03||APOTEK GRACIA FARMA|JL. CIBUBUR I NO. 45 RT. 012 RW. 004 KEL. CIBUBUR KEC. CIRACAS||JAKARTA TIMUR||A1|199430|
30||APOTEK GRAND HUSADA|GRAND CITY RUKO PALLADIUM BLOK J NO.19||BALIKPAPAN||A1|327696|
47|4700758|APOTEK GRIYA HUSADA|JL. SUDIRMAN NO.15 MANTRO||DOMPU||A1|277511|
40|4003768|APOTEK GUMELAR|JL.KH. TUBAGUS ISMAIL NO. 94 BLOK F||CILEGON||A1|211070|
42||APOTEK GUNUNG TUGEL|JL. GUNUNG TUGEL NO.18 KARANGKLESEM||PURWOKERTO||A1|356729|
35||APOTEK HARAPAN|JL. SOEKARNO HATTA KEL BANDAR RATU KEC KOTA MUKOMUKO||KAB MUKOMUKO||A1|352222|
25||APOTEK HARAPAN SEHAT|JL RAYA UTARA NO 19 WEDI KLATEN||KLATEN||A1|279221|
39||APOTEK HARMONI|JL. PAKEM CANGKRINGAN KM 1 POKOH RT 005 RW 012||SLEMAN||A1|276041|
35||APOTEK HEGAR|JL. SMB II NO 2819 KM11 RT.029 RW.006 KEL SUKODADI KEC SUKARAMI||KOTA PALEMBANG||A1|369609|
03|308931|APOTEK HIDAYAH|JL. LUMBU UTARA I A/50 BOJONG RAWA LUMBU||||A1|4487|
49||APOTEK HIKMA FARMA II|JL.AH NASUTION II KEL.KAMBU.KENDARI||KENDARI||A1|381246|
47|4701229|APOTEK HIKMAH|JL. KESEJAHTERAAN 1 NO.1 PERUMNAS TJ KARANG||MATARAM||A1|277262|
49||APOTEK HIKMAH FARMA|JL.A.H NASUTION KAMBU.KENDARI||KENDARI||A1|333403|
03|310713|APOTEK HIKMAH MUNGGARAN 2|JL. RAYA SETU RT/ RW 002/008 DESA TELAJUNG CIKARANG ||||A1|4755|
42|4204171|APOTEK HILMY FARMA (TINA YULANDARI)|JL. RAYA PUCANG KM.4 BAWANG BANJARNEGARA||BANJARNEGARA||A1|242437|
38|3802579|APOTEK HIMALAYA FARMA|JL. JENDRAL AHMAD YANI NO.124||PEKANBARU||A1|288367|
34|3404583|APOTEK HORAS FARMA|JALAN JENDRAL  SUDIRMAN RT/RW 04/06 KELURAHAN DAYA ASRI KEC TUMIJAJAR||TULANG BAWANG BARAT||A1|300749|
35|3505436|APOTEK HQ FARMA|JL. LINTAS TIMUR PASAR DESA SURYA ADI  KEC MESUJI||OKI||A1|298377|
03|309524|APOTEK IBIN SINA|JL. PENDIDIKAN RAYA NO.33 RT.002 RW.014 DUREN SAWIT||||R1|5723|
32||APOTEK IBNU FARRAS|JL HOS COKROAMINOTO NO 22||SIDRAP||A1|332451|
42|4204458|APOTEK IBUNDA|JL. PRAMUKA NO.382 PURWAREJA KLAMPOK BANJARNEGARA||BANJARNEGARA||A1|242452|
40|4004976|APOTEK ICON 8|RUKO THE ICON HORIZON BROADWAY BLOK M 02/23||TANGERANG SELATAN||A1|211242|
47|4700681|APOTEK IDA FARMA|JL. PASAR BARU NO. 03||KSB||A1|277402|
35|3504920|APOTEK ILHAM|JL MT HARYONO NO 26 KELURAHAN PASAR KEC MUARADUA||OKU SELATAN||A1|299227|
26|2601516|APOTEK ILIMA|JL.KARTINI 92 A||MADURA||A1|264758|
25|2503288|APOTEK IN YU|JL. KLENGKENG NO. 8 RT 02 / RW 08||SURAKARTA||A1|255783|
34||APOTEK INDAH|JL POROS PENDOWO ASRI||TULANG BAWANG||A1|327520|
39||APOTEK INDAH FARMA 2|DK. KLAMPOK PEDUKUHAN IV RT. 18 RW. 08 BROSOT||KULONPROGO||A1|332120|
34||APOTEK INDAH JAYA|JL TEUKU  CIK DITIRO EI||BANDAR LAMPUNG||A1|374341|
40||APOTEK INDIGO|JL. RAYA KUTABUMI CD-1/5 RT.001/009 PD. SEJAHTERA||KABUPATEN TANGERANG||A1|258223|
21||APOTEK INDO WARAS|JL PELDA RE SURYANTA RT 010 RW 004||SUKABUMI||A1|375609|
27||APOTEK INDOBAT TOHPATI|JL. WR. SUPRATMAN NO. 265||DENPASAR||A1|384076|
38||APOTEK INSAN FARMA|JL. HR. SUBRANTAS KM 12||PEKANBARU||A1|303281|
42|4204561|APOTEK IRMA FARMA|JL. PRAMUKA NO.150 RT.06 RW.03 SINDANGSARI MAJENANG||MAJENANG||A1|241986|
34||APOTEK ISTANA|JL SOEKARNO HATTA NO 75||LAMPUNG UTARA||A1|328572|
44|4402229|APOTEK ISTIQOMAH|JL. DEWI SARTIKA NO.7A - TAWANG - TASIKMALAYA||TASIKMALAYA||A1|231671|
35||APOTEK IVORY FARMA|JL. POROS OPI RUKO OPI REGENCY BLOK BB NO 01 C RT063 RW013KEL 15 ULU KEC JAKABARING||PALEMBANG||A1|354516|
39||APOTEK JAPUNAN|JL. JAPUNAN - GLAGAH DSN JAPUNAN DANUREJO||MAGELANG||A1|333347|
31||APOTEK JASMINE FARMA|JL PONDOK EMPAT KARANG ANYAR I RT 019 RW.008 LOKTABAT UTARA||BANJARBARU||A1|356233|
03|301909|APOTEK JATI KRAMAT|JL.JATI KRAMAT RAYA NO:10||||A1|3768|
03|300350|APOTEK JATIBENING|JL. JATI BENING RAYA NO.6 ||BEKASI||A1|3938|
47|4700660|APOTEK JAYA FARMA|JL. SULTAN HASANUDIN NO. 99||MATARAM||A1|277361|
32||APOTEK JC FARMA|JL SULT HASANUDDIN GRAHA SATELIT B2||GOWA||A1|382633|
03|309494|APOTEK JENGKI|JL. PINANG RANTI RT.012 RW.003 PINANG RANTI - MAKASAR||||A1|5935|
47|4700915|APOTEK JJ|JL. HASANUDIN NO.60 B||MATARAM||D1|277309|
35||APOTEK JULI|JL. KOL H. BURLIAN NO 42 KEL SAUNG NAGA KEC BATURAJA BARAT||OKU||A1|364952|
34||APOTEK JUNA FARMA|KOMPLEK PASAR SIMPANG||LAMPUNG TENGAH||A1|321632|
